date,month,project_name,project_size,team_name,developer_name,developer_count,repository_name,commits,pull_requests,merge_conflicts,issues_resolved,bugs_reported,lines_added,lines_deleted
2025-09-06,2025-09,LogisticsOS,Large,Data,Hana Yuliani,26,logisticsos-forecasting,6,3,1,3,1,1109,800
2025-09-07,2025-09,FinSight,Large,DevOps,Joko Kusuma,20,finsight-platform,5,2,0,3,2,787,314
2025-09-07,2025-09,HealthTrack,Large,Backend,Salsa Permata,22,healthtrack-api,6,3,2,2,3,1036,371
2025-09-07,2025-09,HealthTrack,Large,DevOps,Putri Kusuma,22,healthtrack-platform,9,5,1,8,1,714,236
2025-09-07,2025-09,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,7,4,0,3,1,1215,525
2025-09-08,2025-09,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,8,3,0,3,0,1496,626
2025-09-08,2025-09,InventoryHub,Medium,DevOps,Made Yuliani,9,inventoryhub-infra,9,5,1,5,0,1050,436
2025-09-08,2025-09,LearningPortal,Medium,Data,Raka Anwar,12,learningportal-recommendation,10,4,1,2,0,868,233
2025-09-08,2025-09,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,5,3,2,2,0,658,258
2025-09-09,2025-09,CampusPay,Small,Backend,Alya Lestari,5,campuspay-api,6,2,0,2,0,132,62
2025-09-09,2025-09,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,6,3,0,3,1,1034,216
2025-09-09,2025-09,CommerceCore,Large,DevOps,Nadia Adinata,18,commercecore-platform,10,7,1,4,0,637,355
2025-09-09,2025-09,HealthTrack,Large,Data,Dewi Yuliani,22,healthtrack-models,7,4,0,4,1,1121,516
2025-09-10,2025-09,HealthTrack,Large,DevOps,Nadia Nugraha,22,healthtrack-platform,9,5,1,4,2,1299,625
2025-09-10,2025-09,HealthTrack,Large,DevOps,Bagas Kusuma,22,healthtrack-platform,11,5,2,7,1,992,438
2025-09-10,2025-09,InventoryHub,Medium,Data,Salsa Yuliani,9,inventoryhub-reporting,13,4,0,3,1,1563,792
2025-09-10,2025-09,LogisticsOS,Large,Data,Laras Kusuma,26,logisticsos-forecasting,7,2,1,2,2,417,192
2025-09-11,2025-09,FinSight,Large,DevOps,Joko Mahendra,20,finsight-platform,10,4,3,2,0,1183,484
2025-09-11,2025-09,HealthTrack,Large,Data,Ilham Wijaya,22,healthtrack-models,6,2,0,3,2,1095,401
2025-09-11,2025-09,HealthTrack,Large,Frontend,Dimas Anwar,22,healthtrack-clinic,8,4,1,4,0,1216,709
2025-09-12,2025-09,CommerceCore,Large,Backend,Karina Lestari,18,commercecore-api,7,5,1,3,1,563,214
2025-09-12,2025-09,FinSight,Large,Backend,Hana Mahendra,20,finsight-risk-engine,8,2,0,1,0,962,484
2025-09-12,2025-09,HealthTrack,Large,Backend,Ilham Basuki,22,healthtrack-api,11,5,1,7,1,1674,833
2025-09-12,2025-09,HealthTrack,Large,Data,Bima Wijaya,22,healthtrack-models,8,3,1,4,1,1146,371
2025-09-12,2025-09,LearningPortal,Medium,Mobile,Alya Ramadhan,12,learningportal-mobile,9,3,0,8,0,1024,295
2025-09-13,2025-09,CampusPay,Small,Mobile,Naufal Nugraha,5,campuspay-mobile,16,7,0,2,0,1852,939
2025-09-13,2025-09,CommerceCore,Large,Backend,Eka Mahendra,18,commercecore-api,10,5,2,7,0,1236,477
2025-09-13,2025-09,HealthTrack,Large,Backend,Putri Yuliani,22,healthtrack-api,6,2,0,6,0,1200,674
2025-09-13,2025-09,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,4,4,1,2,0,397,203
2025-09-13,2025-09,SupportSuite,Medium,Backend,Salsa Anwar,10,supportsuite-api,5,3,1,2,1,800,258
2025-09-14,2025-09,CommerceCore,Large,Frontend,Alya Basuki,18,commercecore-storefront,9,3,0,1,2,1282,812
2025-09-14,2025-09,HealthTrack,Large,DevOps,Raka Santoso,22,healthtrack-platform,10,4,1,3,5,1323,776
2025-09-14,2025-09,HealthTrack,Large,Mobile,Nadia Firmansyah,22,healthtrack-mobile,8,3,1,3,1,1561,530
2025-09-15,2025-09,AuthFlow,Small,Backend,Fikri Firmansyah,4,authflow-api,14,5,0,8,1,1760,939
2025-09-15,2025-09,InventoryHub,Medium,Backend,Dewi Nugraha,9,inventoryhub-api,6,5,1,5,1,397,85
2025-09-15,2025-09,LogisticsOS,Large,Frontend,Laras Wijaya,26,logisticsos-control-tower,5,1,0,1,0,612,244
2025-09-15,2025-09,SupportSuite,Medium,Data,Joko Adinata,10,supportsuite-insights,7,3,1,3,1,921,314
2025-09-16,2025-09,InventoryHub,Medium,Backend,Naufal Wijaya,9,inventoryhub-api,9,5,2,5,0,802,373
2025-09-16,2025-09,LearningPortal,Medium,Data,Arif Basuki,12,learningportal-recommendation,9,3,0,6,2,872,220
2025-09-16,2025-09,LearningPortal,Medium,Mobile,Rizky Permata,12,learningportal-mobile,6,3,2,9,1,310,146
2025-09-16,2025-09,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-routing,7,3,0,2,2,665,331
2025-09-16,2025-09,SupportSuite,Medium,Frontend,Putri Lestari,10,supportsuite-console,9,4,2,5,2,698,377
2025-09-17,2025-09,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,19,6,0,8,6,1165,275
2025-09-17,2025-09,FinSight,Large,Backend,Ilham Mahendra,20,finsight-api,7,6,0,3,2,1014,295
2025-09-17,2025-09,LogisticsOS,Large,Backend,Dimas Kusuma,26,logisticsos-api,8,3,0,3,1,906,490
2025-09-17,2025-09,LogisticsOS,Large,Mobile,Gita Wijaya,26,logisticsos-driver,9,5,4,4,1,1021,841
2025-09-18,2025-09,FinSight,Large,Data,Joko Wijaya,20,finsight-pipeline,6,3,1,4,0,605,222
2025-09-18,2025-09,FinSight,Large,DevOps,Rani Lestari,20,finsight-platform,6,2,0,3,1,1206,672
2025-09-18,2025-09,LogisticsOS,Large,Frontend,Ilham Firmansyah,26,logisticsos-control-tower,12,3,1,2,1,1565,949
2025-09-18,2025-09,SupportSuite,Medium,Backend,Citra Hartono,10,supportsuite-api,8,3,1,3,0,1169,520
2025-09-18,2025-09,SupportSuite,Medium,Frontend,Alya Hartono,10,supportsuite-console,3,1,0,1,0,459,311
2025-09-18,2025-09,SupportSuite,Medium,Frontend,Eka Santoso,10,supportsuite-console,8,2,1,4,2,658,324
2025-09-19,2025-09,CampusPay,Small,Mobile,Citra Saputra,5,campuspay-mobile,17,6,0,7,2,803,531
2025-09-19,2025-09,CommerceCore,Large,Backend,Made Lestari,18,commercecore-payment,15,4,2,5,3,1346,293
2025-09-19,2025-09,FinSight,Large,Data,Hana Hartono,20,finsight-pipeline,10,3,1,0,3,1156,606
2025-09-19,2025-09,LearningPortal,Medium,Frontend,Dimas Yuliani,12,learningportal-web,10,5,0,6,2,681,565
2025-09-19,2025-09,LogisticsOS,Large,Frontend,Naufal Basuki,26,logisticsos-control-tower,6,3,1,4,1,999,553
2025-09-20,2025-09,CampusPay,Small,Backend,Karina Pratama,5,campuspay-api,11,10,2,3,1,1279,610
2025-09-20,2025-09,FinSight,Large,DevOps,Hana Pratama,20,finsight-platform,7,3,3,4,1,1381,558
2025-09-20,2025-09,HealthTrack,Large,Mobile,Raka Hartono,22,healthtrack-mobile,11,5,1,5,4,1165,521
2025-09-20,2025-09,LearningPortal,Medium,Frontend,Bima Permata,12,learningportal-web,11,5,3,5,2,954,553
2025-09-20,2025-09,LogisticsOS,Large,Backend,Hana Adinata,26,logisticsos-routing,5,2,0,1,0,627,364
2025-09-21,2025-09,AuthFlow,Small,DevOps,Laras Nugraha,4,authflow-infra,6,3,0,1,0,594,378
2025-09-21,2025-09,FinSight,Large,Frontend,Gita Hartono,20,finsight-dashboard,5,4,0,3,0,477,217
2025-09-21,2025-09,HealthTrack,Large,Frontend,Raka Pratama,22,healthtrack-clinic,7,4,0,1,0,855,167
2025-09-21,2025-09,LearningPortal,Medium,Mobile,Tegar Santoso,12,learningportal-mobile,6,6,0,3,0,717,67
2025-09-21,2025-09,SupportSuite,Medium,Backend,Laras Lestari,10,supportsuite-api,8,3,0,2,1,1222,297
2025-09-22,2025-09,FinSight,Large,DevOps,Andi Yuliani,20,finsight-platform,7,3,1,2,1,1055,474
2025-09-22,2025-09,LogisticsOS,Large,Mobile,Ilham Permata,26,logisticsos-driver,8,3,2,4,1,1298,640
2025-09-23,2025-09,CommerceCore,Large,Mobile,Rani Santoso,18,commercecore-mobile,11,5,0,6,0,1315,730
2025-09-23,2025-09,CommerceCore,Large,Mobile,Ayu Ramadhan,18,commercecore-mobile,7,6,1,4,0,909,655
2025-09-23,2025-09,FinSight,Large,Backend,Raka Lestari,20,finsight-risk-engine,6,3,2,4,3,1312,809
2025-09-23,2025-09,LearningPortal,Medium,Frontend,Eka Anwar,12,learningportal-web,13,6,3,8,0,1895,772
2025-09-24,2025-09,CommerceCore,Large,Backend,Arif Saputra,18,commercecore-api,8,5,2,2,2,1184,672
2025-09-24,2025-09,CommerceCore,Large,Mobile,Karina Santoso,18,commercecore-mobile,11,4,1,7,1,1305,437
2025-09-24,2025-09,HealthTrack,Large,Mobile,Eka Kusuma,22,healthtrack-mobile,5,3,2,3,1,468,288
2025-09-24,2025-09,LogisticsOS,Large,Data,Ayu Basuki,26,logisticsos-forecasting,3,2,0,2,0,490,246
2025-09-24,2025-09,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,5,2,1,2,0,519,188
2025-09-24,2025-09,SupportSuite,Medium,Data,Alya Mahendra,10,supportsuite-insights,9,3,1,5,4,735,173
2025-09-24,2025-09,SupportSuite,Medium,DevOps,Bima Nugraha,10,supportsuite-ops,8,4,0,5,2,438,162
2025-09-25,2025-09,CommerceCore,Large,Data,Bagas Saputra,18,commercecore-warehouse,7,4,2,7,0,1144,577
2025-09-25,2025-09,CommerceCore,Large,Data,Rani Nugraha,18,commercecore-warehouse,8,4,1,3,1,564,367
2025-09-25,2025-09,FinSight,Large,Frontend,Naufal Hartono,20,finsight-dashboard,7,3,1,2,3,727,413
2025-09-25,2025-09,FinSight,Large,Frontend,Vina Anwar,20,finsight-dashboard,6,0,0,5,1,431,188
2025-09-25,2025-09,LogisticsOS,Large,Data,Hana Santoso,26,logisticsos-forecasting,4,2,0,0,1,613,292
2025-09-25,2025-09,LogisticsOS,Large,Frontend,Citra Pratama,26,logisticsos-control-tower,7,2,1,6,1,989,341
2025-09-25,2025-09,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,6,2,0,1,0,461,160
2025-09-26,2025-09,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,8,0,0,3,0,697,193
2025-09-26,2025-09,HealthTrack,Large,Backend,Fikri Santoso,22,healthtrack-integration,4,3,1,2,0,499,209
2025-09-26,2025-09,HealthTrack,Large,Frontend,Vina Basuki,22,healthtrack-clinic,10,4,1,3,0,614,234
2025-09-26,2025-09,InventoryHub,Medium,Data,Farah Basuki,9,inventoryhub-reporting,12,7,1,2,0,793,383
2025-09-26,2025-09,InventoryHub,Medium,Frontend,Eka Adinata,9,inventoryhub-admin,13,4,0,7,4,1424,884
2025-09-26,2025-09,LearningPortal,Medium,Backend,Joko Basuki,12,learningportal-api,16,7,1,11,0,1368,571
2025-09-27,2025-09,LearningPortal,Medium,Backend,Eka Yuliani,12,learningportal-api,9,4,0,3,2,988,485
2025-09-27,2025-09,LogisticsOS,Large,DevOps,Gita Adinata,26,logisticsos-infra,6,3,2,3,2,390,142
2025-09-28,2025-09,FinSight,Large,Data,Fikri Anwar,20,finsight-pipeline,9,3,1,2,4,1225,472
2025-09-28,2025-09,LearningPortal,Medium,Backend,Eka Permata,12,learningportal-api,9,3,1,2,2,1342,519
2025-09-29,2025-09,CampusPay,Small,Data,Farah Permata,5,campuspay-analytics,14,5,0,7,2,2137,1071
2025-09-29,2025-09,FinSight,Large,Frontend,Ayu Kusuma,20,finsight-dashboard,4,4,2,2,0,593,272
2025-09-29,2025-09,HealthTrack,Large,Frontend,Putri Santoso,22,healthtrack-clinic,11,3,0,3,1,1536,797
2025-09-30,2025-09,CommerceCore,Large,Frontend,Farah Firmansyah,18,commercecore-storefront,10,5,0,6,5,1072,285
2025-09-30,2025-09,CommerceCore,Large,Mobile,Karina Mahendra,18,commercecore-mobile,7,1,0,5,0,1003,523
2025-09-30,2025-09,FinSight,Large,Backend,Bagas Nugraha,20,finsight-api,5,2,0,4,0,599,284
2025-09-30,2025-09,SupportSuite,Medium,DevOps,Gita Ramadhan,10,supportsuite-ops,13,6,0,5,3,1130,393
2025-10-01,2025-10,CommerceCore,Large,Data,Bagas Saputra,18,commercecore-warehouse,8,3,2,6,2,796,243
2025-10-01,2025-10,HealthTrack,Large,Data,Ilham Wijaya,22,healthtrack-models,5,3,0,4,1,715,351
2025-10-01,2025-10,LearningPortal,Medium,Frontend,Dimas Yuliani,12,learningportal-web,12,4,0,5,2,409,256
2025-10-01,2025-10,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,7,2,0,4,0,1463,703
2025-10-01,2025-10,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,6,3,0,3,0,1195,253
2025-10-01,2025-10,LogisticsOS,Large,Mobile,Tegar Basuki,26,logisticsos-driver,7,3,0,3,0,1083,281
2025-10-02,2025-10,HealthTrack,Large,Data,Farah Yuliani,22,healthtrack-models,8,2,2,1,2,1127,552
2025-10-02,2025-10,InventoryHub,Medium,Backend,Naufal Wijaya,9,inventoryhub-api,10,3,0,4,1,835,367
2025-10-02,2025-10,InventoryHub,Medium,Frontend,Joko Anwar,9,inventoryhub-admin,8,4,1,5,1,1308,587
2025-10-03,2025-10,CommerceCore,Large,Backend,Karina Lestari,18,commercecore-api,9,4,2,6,2,1808,850
2025-10-03,2025-10,FinSight,Large,Data,Bagas Pratama,20,finsight-pipeline,7,2,1,2,2,655,269
2025-10-03,2025-10,FinSight,Large,DevOps,Joko Kusuma,20,finsight-platform,7,3,3,1,3,1086,242
2025-10-04,2025-10,HealthTrack,Large,Mobile,Raka Hartono,22,healthtrack-mobile,8,2,1,1,0,1361,362
2025-10-04,2025-10,LogisticsOS,Large,Data,Hana Yuliani,26,logisticsos-forecasting,8,2,1,3,0,1260,789
2025-10-05,2025-10,HealthTrack,Large,Mobile,Eka Kusuma,22,healthtrack-mobile,6,5,2,1,0,671,276
2025-10-05,2025-10,InventoryHub,Medium,Backend,Dewi Nugraha,9,inventoryhub-api,9,4,2,5,1,1394,542
2025-10-05,2025-10,LogisticsOS,Large,Mobile,Laras Santoso,26,logisticsos-driver,6,3,1,3,1,903,401
2025-10-06,2025-10,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-api,6,3,0,1,0,827,433
2025-10-06,2025-10,LogisticsOS,Large,Backend,Dimas Kusuma,26,logisticsos-api,3,3,1,2,1,317,186
2025-10-06,2025-10,SupportSuite,Medium,DevOps,Bima Nugraha,10,supportsuite-ops,9,2,0,9,3,937,227
2025-10-07,2025-10,CampusPay,Small,Backend,Alya Lestari,5,campuspay-api,8,7,1,2,0,1090,713
2025-10-07,2025-10,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,6,4,3,3,2,1117,664
2025-10-07,2025-10,FinSight,Large,DevOps,Andi Yuliani,20,finsight-platform,3,2,0,1,1,227,96
2025-10-08,2025-10,CommerceCore,Large,Mobile,Karina Santoso,18,commercecore-mobile,7,2,0,4,0,660,106
2025-10-08,2025-10,FinSight,Large,Frontend,Naufal Hartono,20,finsight-dashboard,5,2,0,3,1,398,210
2025-10-08,2025-10,HealthTrack,Large,Backend,Nadia Pratama,22,healthtrack-api,8,4,0,4,2,893,337
2025-10-08,2025-10,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,3,1,0,1,0,414,227
2025-10-08,2025-10,SupportSuite,Medium,DevOps,Gita Ramadhan,10,supportsuite-ops,5,2,0,5,3,571,254
2025-10-08,2025-10,SupportSuite,Medium,Frontend,Alya Hartono,10,supportsuite-console,13,5,1,7,1,1832,1237
2025-10-09,2025-10,CommerceCore,Large,DevOps,Gita Permata,18,commercecore-platform,5,2,1,3,0,495,230
2025-10-09,2025-10,FinSight,Large,DevOps,Joko Mahendra,20,finsight-platform,5,3,0,3,0,754,241
2025-10-09,2025-10,SupportSuite,Medium,Backend,Citra Hartono,10,supportsuite-api,10,4,2,2,1,1407,419
2025-10-10,2025-10,CampusPay,Small,Backend,Karina Pratama,5,campuspay-api,18,7,0,4,0,1614,843
2025-10-10,2025-10,CommerceCore,Large,Frontend,Farah Firmansyah,18,commercecore-storefront,7,3,0,1,2,510,232
2025-10-10,2025-10,FinSight,Large,Data,Joko Wijaya,20,finsight-pipeline,6,4,2,3,0,1060,693
2025-10-10,2025-10,FinSight,Large,DevOps,Rani Lestari,20,finsight-platform,4,4,3,2,0,730,294
2025-10-10,2025-10,LearningPortal,Medium,Data,Raka Anwar,12,learningportal-recommendation,8,2,0,4,1,905,220
2025-10-10,2025-10,LogisticsOS,Large,Backend,Laras Hartono,26,logisticsos-routing,5,3,0,3,0,979,307
2025-10-10,2025-10,LogisticsOS,Large,DevOps,Bagas Hartono,26,logisticsos-infra,4,3,2,3,1,602,141
2025-10-11,2025-10,AuthFlow,Small,Backend,Arif Kusuma,4,authflow-api,24,6,0,8,5,2260,1286
2025-10-11,2025-10,FinSight,Large,Backend,Hana Permata,20,finsight-api,7,5,0,4,3,736,230
2025-10-12,2025-10,AuthFlow,Small,DevOps,Laras Nugraha,4,authflow-infra,11,4,0,3,2,802,496
2025-10-12,2025-10,CommerceCore,Large,Backend,Eka Mahendra,18,commercecore-api,7,3,0,4,1,652,210
2025-10-12,2025-10,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,15,5,0,1,0,1811,681
2025-10-12,2025-10,CommerceCore,Large,Frontend,Alya Basuki,18,commercecore-storefront,6,4,1,4,1,849,357
2025-10-12,2025-10,FinSight,Large,Data,Fikri Anwar,20,finsight-pipeline,6,3,1,2,1,731,203
2025-10-12,2025-10,LogisticsOS,Large,Frontend,Citra Pratama,26,logisticsos-control-tower,7,3,1,3,2,1189,395
2025-10-12,2025-10,LogisticsOS,Large,Mobile,Gita Wijaya,26,logisticsos-driver,7,3,3,3,1,699,157
2025-10-13,2025-10,FinSight,Large,Backend,Raka Lestari,20,finsight-api,5,1,0,1,3,813,246
2025-10-13,2025-10,HealthTrack,Large,DevOps,Raka Santoso,22,healthtrack-platform,5,3,0,4,0,598,363
2025-10-13,2025-10,SupportSuite,Medium,Frontend,Putri Lestari,10,supportsuite-console,6,2,1,1,2,375,175
2025-10-14,2025-10,HealthTrack,Large,Frontend,Vina Basuki,22,healthtrack-clinic,11,5,2,6,2,1839,401
2025-10-14,2025-10,LearningPortal,Medium,Data,Ayu Saputra,12,learningportal-recommendation,15,5,0,4,4,2427,1388
2025-10-14,2025-10,SupportSuite,Medium,Backend,Salsa Anwar,10,supportsuite-api,7,3,0,2,1,1175,784
2025-10-15,2025-10,CampusPay,Small,Data,Farah Permata,5,campuspay-analytics,13,6,0,6,2,1498,651
2025-10-15,2025-10,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,9,3,2,4,0,1157,261
2025-10-15,2025-10,HealthTrack,Large,Backend,Fikri Santoso,22,healthtrack-integration,7,4,1,4,0,1158,700
2025-10-15,2025-10,LearningPortal,Medium,Backend,Joko Basuki,12,learningportal-api,11,2,0,5,1,1197,391
2025-10-16,2025-10,CampusPay,Small,Mobile,Citra Saputra,5,campuspay-mobile,16,6,0,10,0,1951,1306
2025-10-16,2025-10,FinSight,Large,DevOps,Hana Pratama,20,finsight-platform,7,4,0,3,1,651,318
2025-10-16,2025-10,InventoryHub,Medium,Data,Farah Basuki,9,inventoryhub-reporting,8,5,0,6,1,1033,388
2025-10-16,2025-10,InventoryHub,Medium,DevOps,Farah Saputra,9,inventoryhub-infra,12,4,0,4,2,1731,992
2025-10-16,2025-10,LogisticsOS,Large,Data,Laras Kusuma,26,logisticsos-forecasting,6,2,0,4,1,761,442
2025-10-17,2025-10,CommerceCore,Large,Mobile,Ayu Ramadhan,18,commercecore-mobile,11,6,0,5,1,1939,1013
2025-10-17,2025-10,HealthTrack,Large,Frontend,Dimas Basuki,22,healthtrack-clinic,8,4,0,3,1,1421,832
2025-10-17,2025-10,LearningPortal,Medium,Mobile,Rizky Permata,12,learningportal-mobile,17,5,0,7,4,1760,582
2025-10-17,2025-10,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,5,4,1,1,0,820,204
2025-10-17,2025-10,LogisticsOS,Large,Mobile,Ilham Permata,26,logisticsos-driver,6,4,3,2,0,895,237
2025-10-17,2025-10,SupportSuite,Medium,Backend,Laras Lestari,10,supportsuite-api,7,4,1,3,1,824,535
2025-10-18,2025-10,CommerceCore,Large,Data,Rani Nugraha,18,commercecore-warehouse,8,2,0,5,1,1260,492
2025-10-18,2025-10,FinSight,Large,Frontend,Ayu Kusuma,20,finsight-dashboard,5,3,0,3,2,902,447
2025-10-18,2025-10,LearningPortal,Medium,Data,Arif Basuki,12,learningportal-recommendation,11,2,0,9,4,1081,407
2025-10-19,2025-10,CommerceCore,Large,Mobile,Karina Mahendra,18,commercecore-mobile,9,5,2,5,2,723,208
2025-10-19,2025-10,FinSight,Large,Backend,Hana Mahendra,20,finsight-risk-engine,8,4,2,5,1,1433,311
2025-10-19,2025-10,InventoryHub,Medium,Frontend,Eka Adinata,9,inventoryhub-admin,11,5,0,3,2,1472,789
2025-10-20,2025-10,CommerceCore,Large,Frontend,Bima Santoso,18,commercecore-storefront,13,5,3,6,1,2026,1036
2025-10-20,2025-10,HealthTrack,Large,Backend,Putri Yuliani,22,healthtrack-api,9,4,2,5,1,1697,737
2025-10-20,2025-10,HealthTrack,Large,DevOps,Putri Kusuma,22,healthtrack-platform,9,4,3,3,2,1134,320
2025-10-20,2025-10,HealthTrack,Large,Frontend,Dimas Anwar,22,healthtrack-clinic,6,2,1,5,2,493,252
2025-10-20,2025-10,HealthTrack,Large,Mobile,Nadia Firmansyah,22,healthtrack-mobile,5,1,0,5,0,887,384
2025-10-20,2025-10,LogisticsOS,Large,Data,Ayu Basuki,26,logisticsos-forecasting,8,2,2,3,2,1042,399
2025-10-21,2025-10,InventoryHub,Medium,Backend,Fikri Ramadhan,9,inventoryhub-api,5,5,1,5,1,473,142
2025-10-21,2025-10,InventoryHub,Medium,DevOps,Made Yuliani,9,inventoryhub-infra,13,3,0,6,4,1508,709
2025-10-21,2025-10,LearningPortal,Medium,Mobile,Tegar Santoso,12,learningportal-mobile,8,4,1,3,1,916,291
2025-10-22,2025-10,FinSight,Large,Backend,Bagas Nugraha,20,finsight-api,8,3,0,1,2,1057,607
2025-10-22,2025-10,LearningPortal,Medium,Backend,Eka Permata,12,learningportal-api,14,4,0,3,3,1525,417
2025-10-22,2025-10,LearningPortal,Medium,Frontend,Bima Permata,12,learningportal-web,10,4,0,5,2,842,402
2025-10-22,2025-10,LearningPortal,Medium,Mobile,Alya Ramadhan,12,learningportal-mobile,13,5,0,3,0,1235,659
2025-10-22,2025-10,LogisticsOS,Large,Frontend,Naufal Basuki,26,logisticsos-control-tower,3,2,1,3,1,537,258
2025-10-23,2025-10,AuthFlow,Small,Backend,Fikri Firmansyah,4,authflow-api,12,7,0,2,1,875,379
2025-10-23,2025-10,FinSight,Large,Frontend,Bagas Basuki,20,finsight-dashboard,6,1,1,3,2,1080,461
2025-10-23,2025-10,HealthTrack,Large,Backend,Ilham Basuki,22,healthtrack-integration,13,5,2,5,2,2495,1054
2025-10-23,2025-10,HealthTrack,Large,Data,Bima Wijaya,22,healthtrack-models,8,4,1,5,1,925,286
2025-10-23,2025-10,HealthTrack,Large,Frontend,Putri Santoso,22,healthtrack-clinic,7,5,2,8,4,936,200
2025-10-23,2025-10,InventoryHub,Medium,Data,Salsa Yuliani,9,inventoryhub-reporting,7,5,0,3,0,1330,259
2025-10-23,2025-10,LogisticsOS,Large,Backend,Ilham Anwar,26,logisticsos-routing,7,2,1,4,3,1287,506
2025-10-23,2025-10,LogisticsOS,Large,DevOps,Gita Adinata,26,logisticsos-infra,7,3,0,4,2,1018,499
2025-10-23,2025-10,LogisticsOS,Large,DevOps,Andi Pratama,26,logisticsos-infra,7,1,0,4,1,487,167
2025-10-23,2025-10,SupportSuite,Medium,Data,Alya Mahendra,10,supportsuite-insights,9,2,0,3,3,579,285
2025-10-24,2025-10,HealthTrack,Large,Data,Dewi Yuliani,22,healthtrack-models,9,2,1,5,0,1176,253
2025-10-24,2025-10,HealthTrack,Large,Frontend,Raka Pratama,22,healthtrack-clinic,7,3,0,3,0,1265,327
2025-10-24,2025-10,LogisticsOS,Large,Data,Hana Santoso,26,logisticsos-forecasting,7,3,2,3,1,459,132
2025-10-24,2025-10,LogisticsOS,Large,Frontend,Laras Wijaya,26,logisticsos-control-tower,5,3,2,3,0,354,133
2025-10-25,2025-10,CampusPay,Small,Mobile,Naufal Nugraha,5,campuspay-mobile,9,3,1,6,0,911,362
2025-10-25,2025-10,CommerceCore,Large,DevOps,Nadia Adinata,18,commercecore-platform,10,3,0,5,1,1184,261
2025-10-25,2025-10,CommerceCore,Large,Mobile,Rani Santoso,18,commercecore-mobile,11,4,1,3,0,1899,473
2025-10-26,2025-10,CommerceCore,Large,Backend,Made Lestari,18,commercecore-payment,11,6,0,3,3,1709,768
2025-10-26,2025-10,HealthTrack,Large,Backend,Salsa Permata,22,healthtrack-api,8,3,1,3,0,951,313
2025-10-26,2025-10,LearningPortal,Medium,Backend,Eka Yuliani,12,learningportal-api,10,2,0,2,2,600,277
2025-10-26,2025-10,LogisticsOS,Large,Backend,Hana Adinata,26,logisticsos-api,9,3,1,5,1,1237,742
2025-10-26,2025-10,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,9,3,1,2,1,2134,1041
2025-10-27,2025-10,FinSight,Large,Frontend,Vina Anwar,20,finsight-dashboard,6,3,1,3,0,803,218
2025-10-27,2025-10,HealthTrack,Large,DevOps,Nadia Nugraha,22,healthtrack-platform,5,3,2,4,1,800,205
2025-10-27,2025-10,HealthTrack,Large,DevOps,Bagas Kusuma,22,healthtrack-platform,10,3,0,4,1,893,285
2025-10-27,2025-10,LearningPortal,Medium,Frontend,Eka Anwar,12,learningportal-web,7,1,0,1,0,835,385
2025-10-28,2025-10,FinSight,Large,Frontend,Gita Hartono,20,finsight-dashboard,4,1,1,2,1,258,104
2025-10-29,2025-10,CommerceCore,Large,Backend,Arif Saputra,18,commercecore-api,5,4,1,7,1,660,367
2025-10-29,2025-10,FinSight,Large,Data,Hana Hartono,20,finsight-pipeline,4,3,1,3,0,747,343
2025-10-29,2025-10,LogisticsOS,Large,Backend,Laras Permata,26,logisticsos-routing,8,3,2,2,1,1393,593
2025-10-30,2025-10,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,11,8,1,5,2,585,223
2025-10-30,2025-10,FinSight,Large,Data,Alya Pratama,20,finsight-pipeline,2,1,0,1,0,177,78
2025-10-30,2025-10,LogisticsOS,Large,Frontend,Ilham Firmansyah,26,logisticsos-control-tower,9,2,0,4,3,1055,473
2025-10-30,2025-10,SupportSuite,Medium,Data,Joko Adinata,10,supportsuite-insights,10,3,0,5,2,817,546
2025-10-31,2025-10,FinSight,Large,Backend,Ilham Mahendra,20,finsight-api,6,2,0,4,4,778,461
2025-10-31,2025-10,LogisticsOS,Large,Frontend,Rizky Saputra,26,logisticsos-control-tower,5,3,0,2,0,584,229
2025-10-31,2025-10,SupportSuite,Medium,Frontend,Eka Santoso,10,supportsuite-console,6,3,1,2,0,508,346
